movement_id,product_id,type,quantity,old_quantity,new_quantity,unit_price,note,created_at
MOV00255,PROD0039,SALE,2,34,32,20000,Xuất kho bán hàng ORD00052,2025-01-09
MOV00256,PROD0090,SALE,1,43,42,12000,Xuất kho bán hàng ORD00052,2025-01-09
MOV00257,PROD0037,SALE,2,62,60,60000,Xuất kho bán hàng ORD00053,2025-01-09
MOV00258,PROD0084,SALE,1,52,51,9000,Xuất kho bán hàng ORD00053,2025-01-09
MOV00259,PROD0094,SALE,1,62,61,8000,Xuất kho bán hàng ORD00053,2025-01-09
MOV00260,PROD0120,SALE,3,40,37,30000,Xuất kho bán hàng ORD00054,2025-01-09
MOV00261,PROD0055,SALE,3,36,33,9000,Xuất kho bán hàng ORD00055,2025-01-10
MOV00262,PROD0081,SALE,1,38,37,12000,Xuất kho bán hàng ORD00055,2025-01-10
MOV00263,PROD0069,SALE,1,78,77,15000,Xuất kho bán hàng ORD00055,2025-01-10
MOV00264,PROD0079,SALE,2,40,38,30000,Xuất kho bán hàng ORD00056,2025-01-10
MOV00265,PROD0083,SALE,2,52,50,12000,Xuất kho bán hàng ORD00056,2025-01-10
MOV00266,PROD0002,SALE,1,67,66,25000,Xuất kho bán hàng ORD00056,2025-01-10
MOV00267,PROD0116,SALE,2,64,62,45000,Xuất kho bán hàng ORD00057,2025-01-10
MOV00268,PROD0052,SALE,3,60,57,12000,Xuất kho bán hàng ORD00057,2025-01-10
MOV00269,PROD0067,SALE,2,53,51,30000,Xuất kho bán hàng ORD00057,2025-01-10
MOV00270,PROD0055,SALE,3,33,30,9000,Xuất kho bán hàng ORD00057,2025-01-10
MOV00271,PROD0028,SALE,1,83,82,5000,Xuất kho bán hàng ORD00058,2025-01-10
MOV00272,PROD0103,SALE,1,44,43,50000,Xuất kho bán hàng ORD00059,2025-01-10
MOV00273,PROD0098,SALE,1,51,50,15000,Xuất kho bán hàng ORD00059,2025-01-10
MOV00274,PROD0028,SALE,1,82,81,5000,Xuất kho bán hàng ORD00060,2025-01-10
MOV00275,PROD0032,SALE,2,62,60,35000,Xuất kho bán hàng ORD00060,2025-01-10
MOV00276,PROD0048,SALE,3,42,39,50000,Xuất kho bán hàng ORD00060,2025-01-10
MOV00277,PROD0110,SALE,1,47,46,20000,Xuất kho bán hàng ORD00060,2025-01-10
MOV00278,PROD0123,SALE,3,72,69,90000,Xuất kho bán hàng ORD00061,2025-01-11
MOV00279,PROD0009,SALE,3,58,55,12000,Xuất kho bán hàng ORD00061,2025-01-11
MOV00280,PROD0001,SALE,2,30,28,30000,Xuất kho bán hàng ORD00061,2025-01-11
MOV00281,PROD0036,SALE,3,42,39,35000,Xuất kho bán hàng ORD00062,2025-01-11
MOV00282,PROD0090,SALE,2,42,40,12000,Xuất kho bán hàng ORD00062,2025-01-11
MOV00283,PROD0082,SALE,1,48,47,15000,Xuất kho bán hàng ORD00062,2025-01-11
MOV00284,PROD0004,SALE,3,56,53,17000,Xuất kho bán hàng ORD00063,2025-01-11
MOV00285,PROD0017,SALE,1,56,55,50000,Xuất kho bán hàng ORD00063,2025-01-11
MOV00286,PROD0028,SALE,3,81,78,5000,Xuất kho bán hàng ORD00063,2025-01-11
MOV00287,PROD0116,SALE,1,62,61,45000,Xuất kho bán hàng ORD00063,2025-01-11
MOV00288,PROD0069,SALE,2,77,75,15000,Xuất kho bán hàng ORD00064,2025-01-11
MOV00289,PROD0020,SALE,2,49,47,12000,Xuất kho bán hàng ORD00065,2025-01-12
MOV00290,PROD0045,SALE,3,57,54,25000,Xuất kho bán hàng ORD00065,2025-01-12
MOV00291,PROD0024,SALE,3,44,41,12000,Xuất kho bán hàng ORD00065,2025-01-12
MOV00292,PROD0040,SALE,3,64,61,40000,Xuất kho bán hàng ORD00066,2025-01-12
MOV00293,PROD0011,SALE,2,50,48,100000,Xuất kho bán hàng ORD00066,2025-01-12
MOV00294,PROD0027,SALE,3,48,45,12000,Xuất kho bán hàng ORD00067,2025-01-12
MOV00295,PROD0082,SALE,1,47,46,15000,Xuất kho bán hàng ORD00067,2025-01-12
MOV00296,PROD0023,SALE,3,66,63,25000,Xuất kho bán hàng ORD00067,2025-01-12
MOV00297,PROD0009,SALE,2,55,53,12000,Xuất kho bán hàng ORD00067,2025-01-12
MOV00298,PROD0003,SALE,1,43,42,20000,Xuất kho bán hàng ORD00068,2025-01-12
MOV00299,PROD0039,SALE,2,32,30,20000,Xuất kho bán hàng ORD00068,2025-01-12
MOV00300,PROD0092,SALE,1,49,48,25000,Xuất kho bán hàng ORD00068,2025-01-12
MOV00301,PROD0025,SALE,2,36,34,5000,Xuất kho bán hàng ORD00069,2025-01-12
MOV00302,PROD0041,SALE,1,63,62,20000,Xuất kho bán hàng ORD00069,2025-01-12
MOV00303,PROD0078,SALE,3,50,47,12000,Xuất kho bán hàng ORD00069,2025-01-12
MOV00304,PROD0009,SALE,2,53,51,12000,Xuất kho bán hàng ORD00070,2025-01-12
MOV00305,PROD0024,SALE,2,41,39,12000,Xuất kho bán hàng ORD00070,2025-01-12
MOV00306,PROD0053,SALE,3,36,33,40000,Xuất kho bán hàng ORD00070,2025-01-12
MOV00307,PROD0096,SALE,1,70,69,8000,Xuất kho bán hàng ORD00070,2025-01-12
MOV00308,PROD0116,SALE,1,61,60,45000,Xuất kho bán hàng ORD00071,2025-01-13
MOV00309,PROD0042,SALE,1,68,67,9000,Xuất kho bán hàng ORD00072,2025-01-13
MOV00310,PROD0105,SALE,2,66,64,12000,Xuất kho bán hàng ORD00072,2025-01-13
MOV00311,PROD0073,SALE,2,55,53,15000,Xuất kho bán hàng ORD00072,2025-01-13
MOV00312,PROD0027,SALE,2,45,43,12000,Xuất kho bán hàng ORD00073,2025-01-13
MOV00313,PROD0082,SALE,3,46,43,15000,Xuất kho bán hàng ORD00073,2025-01-13
MOV00314,PROD0041,SALE,2,62,60,20000,Xuất kho bán hàng ORD00074,2025-01-13
MOV00315,PROD0088,SALE,2,58,56,31000,Xuất kho bán hàng ORD00074,2025-01-13
MOV00316,PROD0091,SALE,1,39,38,16000,Xuất kho bán hàng ORD00074,2025-01-13
MOV00317,PROD0115,SALE,3,56,53,40000,Xuất kho bán hàng ORD00075,2025-01-13
MOV00318,PROD0093,SALE,1,42,41,24000,Xuất kho bán hàng ORD00075,2025-01-13
MOV00319,PROD0039,SALE,3,30,27,20000,Xuất kho bán hàng ORD00075,2025-01-13
MOV00320,PROD0014,SALE,2,49,47,60000,Xuất kho bán hàng ORD00075,2025-01-13
MOV00321,PROD0054,SALE,2,50,48,25000,Xuất kho bán hàng ORD00076,2025-01-13
MOV00322,PROD0017,SALE,2,55,53,50000,Xuất kho bán hàng ORD00076,2025-01-13
MOV00323,PROD0098,SALE,1,50,49,15000,Xuất kho bán hàng ORD00077,2025-01-13
MOV00324,PROD0116,SALE,3,60,57,45000,Xuất kho bán hàng ORD00078,2025-01-13
MOV00325,PROD0042,SALE,2,67,65,9000,Xuất kho bán hàng ORD00078,2025-01-13
MOV00326,PROD0106,SALE,1,71,70,25000,Xuất kho bán hàng ORD00078,2025-01-13
MOV00327,PROD0015,SALE,2,42,40,40000,Xuất kho bán hàng ORD00079,2025-01-14
MOV00328,PROD0022,SALE,2,75,73,45000,Xuất kho bán hàng ORD00079,2025-01-14
MOV00329,PROD0052,SALE,1,57,56,12000,Xuất kho bán hàng ORD00080,2025-01-14
MOV00330,PROD0071,SALE,1,41,40,20000,Xuất kho bán hàng ORD00080,2025-01-14
MOV00331,PROD0001,SALE,1,28,27,30000,Xuất kho bán hàng ORD00081,2025-01-14
MOV00332,PROD0022,SALE,2,73,71,45000,Xuất kho bán hàng ORD00081,2025-01-14
MOV00333,PROD0010,SALE,3,47,44,18000,Xuất kho bán hàng ORD00081,2025-01-14
MOV00334,PROD0071,SALE,3,40,37,20000,Xuất kho bán hàng ORD00082,2025-01-14
MOV00335,PROD0054,SALE,3,48,45,25000,Xuất kho bán hàng ORD00082,2025-01-14
MOV00336,PROD0049,SALE,2,60,58,20000,Xuất kho bán hàng ORD00082,2025-01-14
MOV00337,PROD0084,SALE,1,51,50,9000,Xuất kho bán hàng ORD00083,2025-01-14
MOV00338,PROD0123,SALE,2,69,67,90000,Xuất kho bán hàng ORD00083,2025-01-14
MOV00339,PROD0116,SALE,3,57,54,45000,Xuất kho bán hàng ORD00083,2025-01-14
MOV00340,PROD0112,SALE,1,59,58,12000,Xuất kho bán hàng ORD00084,2025-01-14
MOV00341,PROD0071,SALE,2,37,35,20000,Xuất kho bán hàng ORD00084,2025-01-14
MOV00342,PROD0008,SALE,1,89,88,28000,Xuất kho bán hàng ORD00084,2025-01-14
MOV00343,PROD0059,SALE,1,45,44,234000,Xuất kho bán hàng ORD00084,2025-01-14
MOV00344,PROD0114,SALE,1,81,80,50000,Xuất kho bán hàng ORD00085,2025-01-14
MOV00345,PROD0054,SALE,2,45,43,25000,Xuất kho bán hàng ORD00085,2025-01-14
MOV00346,PROD0070,SALE,2,46,44,22000,Xuất kho bán hàng ORD00086,2025-01-14
MOV00347,PROD0081,SALE,3,37,34,12000,Xuất kho bán hàng ORD00086,2025-01-14
MOV00348,PROD0059,SALE,2,44,42,234000,Xuất kho bán hàng ORD00087,2025-01-15
MOV00349,PROD0021,SALE,2,56,54,45000,Xuất kho bán hàng ORD00087,2025-01-15
MOV00350,PROD0115,SALE,2,53,51,40000,Xuất kho bán hàng ORD00087,2025-01-15
MOV00351,PROD0053,SALE,3,33,30,40000,Xuất kho bán hàng ORD00087,2025-01-15
MOV00352,PROD0052,SALE,1,56,55,12000,Xuất kho bán hàng ORD00088,2025-01-15
MOV00353,PROD0110,SALE,1,46,45,20000,Xuất kho bán hàng ORD00089,2025-01-15
MOV00354,PROD0040,SALE,2,61,59,40000,Xuất kho bán hàng ORD00089,2025-01-15
MOV00355,PROD0005,SALE,2,35,33,25000,Xuất kho bán hàng ORD00089,2025-01-15
MOV00356,PROD0046,SALE,1,60,59,173000,Xuất kho bán hàng ORD00090,2025-01-15
MOV00357,PROD0010,SALE,2,44,42,18000,Xuất kho bán hàng ORD00090,2025-01-15
MOV00358,PROD0051,SALE,3,66,63,8000,Xuất kho bán hàng ORD00090,2025-01-15
MOV00359,PROD0080,SALE,3,72,69,10000,Xuất kho bán hàng ORD00090,2025-01-15
MOV00360,PROD0063,SALE,2,63,61,12000,Xuất kho bán hàng ORD00091,2025-01-15
MOV00361,PROD0064,SALE,1,73,72,10000,Xuất kho bán hàng ORD00091,2025-01-15
MOV00362,PROD0032,SALE,3,60,57,35000,Xuất kho bán hàng ORD00091,2025-01-15
MOV00363,PROD0032,SALE,1,57,56,35000,Xuất kho bán hàng ORD00092,2025-01-15
MOV00364,PROD0052,SALE,1,55,54,12000,Xuất kho bán hàng ORD00092,2025-01-15
MOV00365,PROD0119,SALE,2,74,72,75000,Xuất kho bán hàng ORD00092,2025-01-15
MOV00366,PROD0016,SALE,2,50,48,150000,Xuất kho bán hàng ORD00093,2025-01-16
MOV00367,PROD0080,SALE,2,69,67,10000,Xuất kho bán hàng ORD00093,2025-01-16
MOV00368,PROD0093,SALE,2,41,39,24000,Xuất kho bán hàng ORD00093,2025-01-16
MOV00369,PROD0039,SALE,1,27,26,20000,Xuất kho bán hàng ORD00093,2025-01-16
MOV00370,PROD0016,SALE,2,48,46,150000,Xuất kho bán hàng ORD00094,2025-01-16
MOV00371,PROD0105,SALE,2,64,62,12000,Xuất kho bán hàng ORD00095,2025-01-16
MOV00372,PROD0023,SALE,3,63,60,25000,Xuất kho bán hàng ORD00095,2025-01-16
MOV00373,PROD0074,SALE,3,44,41,18000,Xuất kho bán hàng ORD00095,2025-01-16
MOV00374,PROD0032,SALE,1,56,55,35000,Xuất kho bán hàng ORD00096,2025-01-16
MOV00375,PROD0090,SALE,1,40,39,12000,Xuất kho bán hàng ORD00096,2025-01-16
MOV00376,PROD0040,SALE,1,59,58,40000,Xuất kho bán hàng ORD00096,2025-01-16
MOV00377,PROD0052,SALE,1,54,53,12000,Xuất kho bán hàng ORD00096,2025-01-16
MOV00378,PROD0023,SALE,3,60,57,25000,Xuất kho bán hàng ORD00097,2025-01-17
MOV00379,PROD0050,SALE,2,76,74,5000,Xuất kho bán hàng ORD00097,2025-01-17
MOV00380,PROD0067,SALE,2,51,49,30000,Xuất kho bán hàng ORD00097,2025-01-17
MOV00381,PROD0033,SALE,3,60,57,15000,Xuất kho bán hàng ORD00098,2025-01-17
MOV00382,PROD0065,SALE,2,27,25,10000,Xuất kho bán hàng ORD00098,2025-01-17
MOV00383,PROD0067,SALE,2,49,47,30000,Xuất kho bán hàng ORD00099,2025-01-17
MOV00384,PROD0077,SALE,1,28,27,6000,Xuất kho bán hàng ORD00100,2025-01-17
MOV00385,PROD0065,SALE,3,25,22,10000,Xuất kho bán hàng ORD00100,2025-01-17
MOV00386,PROD0027,SALE,2,43,41,12000,Xuất kho bán hàng ORD00100,2025-01-17
MOV00387,PROD0086,SALE,2,51,49,22000,Xuất kho bán hàng ORD00101,2025-01-17
MOV00388,PROD0056,SALE,2,48,46,15000,Xuất kho bán hàng ORD00102,2025-01-17
MOV00389,PROD0061,SALE,2,60,58,20000,Xuất kho bán hàng ORD00103,2025-01-17
MOV00390,PROD0025,SALE,3,34,31,5000,Xuất kho bán hàng ORD00103,2025-01-17
MOV00391,PROD0079,SALE,2,38,36,30000,Xuất kho bán hàng ORD00104,2025-01-18
MOV00392,PROD0082,SALE,1,43,42,15000,Xuất kho bán hàng ORD00105,2025-01-18
MOV00393,PROD0056,SALE,3,46,43,15000,Xuất kho bán hàng ORD00105,2025-01-18
MOV00394,PROD0090,SALE,1,39,38,12000,Xuất kho bán hàng ORD00105,2025-01-18
MOV00395,PROD0073,SALE,1,53,52,15000,Xuất kho bán hàng ORD00106,2025-01-18
MOV00396,PROD0109,SALE,1,51,50,9000,Xuất kho bán hàng ORD00107,2025-01-18
MOV00397,PROD0075,SALE,3,32,29,20000,Xuất kho bán hàng ORD00108,2025-01-19
MOV00398,PROD0067,SALE,2,47,45,30000,Xuất kho bán hàng ORD00108,2025-01-19
MOV00399,PROD0038,SALE,1,64,63,30000,Xuất kho bán hàng ORD00108,2025-01-19
MOV00400,PROD0103,SALE,2,43,41,50000,Xuất kho bán hàng ORD00109,2025-01-19
MOV00401,PROD0052,SALE,2,53,51,12000,Xuất kho bán hàng ORD00110,2025-01-19
MOV00402,PROD0113,SALE,1,47,46,10000,Xuất kho bán hàng ORD00111,2025-01-19
MOV00403,PROD0073,SALE,1,52,51,15000,Xuất kho bán hàng ORD00112,2025-01-19
MOV00404,PROD0094,SALE,1,61,60,8000,Xuất kho bán hàng ORD00112,2025-01-19
MOV00405,PROD0115,SALE,1,51,50,40000,Xuất kho bán hàng ORD00113,2025-01-20
MOV00406,PROD0069,SALE,1,75,74,15000,Xuất kho bán hàng ORD00113,2025-01-20
MOV00407,PROD0110,SALE,2,45,43,20000,Xuất kho bán hàng ORD00113,2025-01-20
MOV00408,PROD0049,SALE,3,58,55,20000,Xuất kho bán hàng ORD00114,2025-01-20
MOV00409,PROD0005,SALE,2,33,31,25000,Xuất kho bán hàng ORD00114,2025-01-20
MOV00410,PROD0071,SALE,2,35,33,20000,Xuất kho bán hàng ORD00115,2025-01-20
MOV00411,PROD0023,SALE,1,57,56,25000,Xuất kho bán hàng ORD00115,2025-01-20
MOV00412,PROD0092,SALE,1,48,47,25000,Xuất kho bán hàng ORD00115,2025-01-20
MOV00413,PROD0066,SALE,2,60,58,25000,Xuất kho bán hàng ORD00115,2025-01-20
MOV00414,PROD0123,SALE,3,67,64,90000,Xuất kho bán hàng ORD00116,2025-01-20
MOV00415,PROD0064,SALE,2,72,70,10000,Xuất kho bán hàng ORD00117,2025-01-20
MOV00416,PROD0103,SALE,1,41,40,50000,Xuất kho bán hàng ORD00117,2025-01-20
MOV00417,PROD0010,SALE,1,42,41,18000,Xuất kho bán hàng ORD00118,2025-01-21
MOV00418,PROD0016,SALE,1,46,45,150000,Xuất kho bán hàng ORD00118,2025-01-21
MOV00419,PROD0052,SALE,1,51,50,12000,Xuất kho bán hàng ORD00119,2025-01-21
MOV00420,PROD0114,SALE,3,80,77,50000,Xuất kho bán hàng ORD00119,2025-01-21
MOV00421,PROD0071,SALE,3,33,30,20000,Xuất kho bán hàng ORD00119,2025-01-21
MOV00422,PROD0059,SALE,2,42,40,234000,Xuất kho bán hàng ORD00119,2025-01-21
MOV00423,PROD0085,SALE,1,74,73,48000,Xuất kho bán hàng ORD00120,2025-01-21
MOV00424,PROD0081,SALE,3,34,31,12000,Xuất kho bán hàng ORD00121,2025-01-21
MOV00425,PROD0018,SALE,2,56,54,125000,Xuất kho bán hàng ORD00122,2025-01-21
MOV00426,PROD0019,SALE,2,45,43,15000,Xuất kho bán hàng ORD00122,2025-01-21
MOV00427,PROD0035,SALE,3,13,10,5000,Xuất kho bán hàng ORD00123,2025-01-22
MOV00428,PROD0042,SALE,1,65,64,9000,Xuất kho bán hàng ORD00123,2025-01-22
MOV00429,PROD0030,SALE,3,44,41,10000,Xuất kho bán hàng ORD00124,2025-01-22
MOV00430,PROD0036,SALE,1,39,38,35000,Xuất kho bán hàng ORD00124,2025-01-22
MOV00431,PROD0003,SALE,3,42,39,20000,Xuất kho bán hàng ORD00124,2025-01-22
MOV00432,PROD0051,SALE,3,63,60,8000,Xuất kho bán hàng ORD00124,2025-01-22
MOV00433,PROD0115,SALE,2,50,48,40000,Xuất kho bán hàng ORD00125,2025-01-22
MOV00434,PROD0096,SALE,2,69,67,8000,Xuất kho bán hàng ORD00126,2025-01-22
MOV00435,PROD0115,SALE,1,48,47,40000,Xuất kho bán hàng ORD00126,2025-01-22
MOV00436,PROD0078,SALE,2,47,45,12000,Xuất kho bán hàng ORD00126,2025-01-22
MOV00437,PROD0117,SALE,2,42,40,100000,Xuất kho bán hàng ORD00127,2025-01-22
MOV00438,PROD0080,SALE,3,67,64,10000,Xuất kho bán hàng ORD00127,2025-01-22
MOV00439,PROD0093,SALE,1,39,38,24000,Xuất kho bán hàng ORD00128,2025-01-23
MOV00440,PROD0015,SALE,2,40,38,40000,Xuất kho bán hàng ORD00129,2025-01-23
MOV00441,PROD0019,SALE,1,43,42,15000,Xuất kho bán hàng ORD00129,2025-01-23
MOV00442,PROD0043,SALE,3,68,65,18000,Xuất kho bán hàng ORD00130,2025-01-23
MOV00443,PROD0093,SALE,1,38,37,24000,Xuất kho bán hàng ORD00130,2025-01-23
MOV00444,PROD0025,SALE,3,31,28,5000,Xuất kho bán hàng ORD00130,2025-01-23
MOV00445,PROD0012,SALE,1,50,49,75000,Xuất kho bán hàng ORD00130,2025-01-23
MOV00446,PROD0097,SALE,2,30,28,10000,Xuất kho bán hàng ORD00131,2025-01-23
MOV00447,PROD0035,SALE,3,10,7,5000,Xuất kho bán hàng ORD00131,2025-01-23
MOV00448,PROD0122,SALE,1,71,70,60000,Xuất kho bán hàng ORD00132,2025-01-23
MOV00449,PROD0018,SALE,3,54,51,125000,Xuất kho bán hàng ORD00133,2025-01-23
MOV00450,PROD0119,SALE,1,72,71,75000,Xuất kho bán hàng ORD00134,2025-01-24
MOV00451,PROD0070,SALE,2,44,42,22000,Xuất kho bán hàng ORD00134,2025-01-24
MOV00452,PROD0113,SALE,1,46,45,10000,Xuất kho bán hàng ORD00134,2025-01-24
MOV00453,PROD0025,SALE,3,28,25,5000,Xuất kho bán hàng ORD00135,2025-01-24
MOV00454,PROD0027,SALE,2,41,39,12000,Xuất kho bán hàng ORD00135,2025-01-24
MOV00455,PROD0034,SALE,1,73,72,20000,Xuất kho bán hàng ORD00135,2025-01-24
MOV00456,PROD0070,SALE,2,42,40,22000,Xuất kho bán hàng ORD00136,2025-01-24
MOV00457,PROD0095,SALE,1,62,61,12000,Xuất kho bán hàng ORD00137,2025-01-24
MOV00458,PROD0052,SALE,1,50,49,12000,Xuất kho bán hàng ORD00137,2025-01-24
MOV00459,PROD0022,SALE,2,71,69,45000,Xuất kho bán hàng ORD00138,2025-01-24
MOV00460,PROD0008,SALE,1,88,87,28000,Xuất kho bán hàng ORD00138,2025-01-24
MOV00461,PROD0009,SALE,2,51,49,12000,Xuất kho bán hàng ORD00138,2025-01-24
MOV00462,PROD0122,SALE,2,70,68,60000,Xuất kho bán hàng ORD00138,2025-01-24
MOV00463,PROD0021,SALE,2,54,52,45000,Xuất kho bán hàng ORD00139,2025-01-24
MOV00464,PROD0070,SALE,1,40,39,22000,Xuất kho bán hàng ORD00139,2025-01-24
MOV00465,PROD0119,SALE,3,71,68,75000,Xuất kho bán hàng ORD00140,2025-01-25
MOV00466,PROD0081,SALE,1,31,30,12000,Xuất kho bán hàng ORD00140,2025-01-25
MOV00467,PROD0075,SALE,2,29,27,20000,Xuất kho bán hàng ORD00140,2025-01-25
MOV00468,PROD0019,SALE,2,42,40,15000,Xuất kho bán hàng ORD00140,2025-01-25
MOV00469,PROD0102,SALE,1,60,59,14000,Xuất kho bán hàng ORD00141,2025-01-25
MOV00470,PROD0011,SALE,3,48,45,100000,Xuất kho bán hàng ORD00141,2025-01-25
MOV00471,PROD0026,SALE,2,40,38,5000,Xuất kho bán hàng ORD00141,2025-01-25
MOV00472,PROD0033,SALE,3,57,54,15000,Xuất kho bán hàng ORD00142,2025-01-25
MOV00473,PROD0022,SALE,3,69,66,45000,Xuất kho bán hàng ORD00142,2025-01-25
MOV00474,PROD0070,SALE,3,39,36,22000,Xuất kho bán hàng ORD00143,2025-01-25
MOV00475,PROD0108,SALE,2,49,47,30000,Xuất kho bán hàng ORD00143,2025-01-25
MOV00476,PROD0115,SALE,3,47,44,40000,Xuất kho bán hàng ORD00144,2025-01-25
MOV00477,PROD0108,SALE,1,47,46,30000,Xuất kho bán hàng ORD00144,2025-01-25
MOV00478,PROD0115,SALE,2,44,42,40000,Xuất kho bán hàng ORD00145,2025-01-25
MOV00479,PROD0113,SALE,2,45,43,10000,Xuất kho bán hàng ORD00145,2025-01-25
MOV00480,PROD0095,SALE,2,61,59,12000,Xuất kho bán hàng ORD00145,2025-01-25
MOV00481,PROD0105,SALE,1,62,61,12000,Xuất kho bán hàng ORD00145,2025-01-25
MOV00482,PROD0043,SALE,3,65,62,18000,Xuất kho bán hàng ORD00146,2025-01-26
MOV00483,PROD0056,SALE,3,43,40,15000,Xuất kho bán hàng ORD00146,2025-01-26
MOV00484,PROD0119,SALE,3,68,65,75000,Xuất kho bán hàng ORD00146,2025-01-26
MOV00485,PROD0061,SALE,1,58,57,20000,Xuất kho bán hàng ORD00146,2025-01-26
MOV00486,PROD0041,SALE,1,60,59,20000,Xuất kho bán hàng ORD00147,2025-01-26
MOV00487,PROD0111,SALE,2,60,58,32000,Xuất kho bán hàng ORD00147,2025-01-26
MOV00488,PROD0113,SALE,1,43,42,10000,Xuất kho bán hàng ORD00147,2025-01-26
MOV00489,PROD0104,SALE,2,28,26,50000,Xuất kho bán hàng ORD00147,2025-01-26
MOV00490,PROD0094,SALE,1,60,59,8000,Xuất kho bán hàng ORD00148,2025-01-26
MOV00491,PROD0018,SALE,2,51,49,125000,Xuất kho bán hàng ORD00149,2025-01-26
MOV00492,PROD0039,SALE,2,26,24,20000,Xuất kho bán hàng ORD00150,2025-01-26
MOV00493,PROD0011,SALE,3,45,42,100000,Xuất kho bán hàng ORD00151,2025-01-27
MOV00494,PROD0122,SALE,3,68,65,60000,Xuất kho bán hàng ORD00151,2025-01-27
MOV00495,PROD0081,SALE,3,30,27,12000,Xuất kho bán hàng ORD00151,2025-01-27
MOV00496,PROD0086,SALE,2,49,47,22000,Xuất kho bán hàng ORD00152,2025-01-27
MOV00497,PROD0010,SALE,3,41,38,18000,Xuất kho bán hàng ORD00152,2025-01-27
MOV00498,PROD0013,SALE,3,45,42,25000,Xuất kho bán hàng ORD00153,2025-01-27
MOV00499,PROD0108,SALE,2,46,44,30000,Xuất kho bán hàng ORD00153,2025-01-27
MOV00500,PROD0033,SALE,3,54,51,15000,Xuất kho bán hàng ORD00153,2025-01-27
MOV00501,PROD0092,SALE,1,47,46,25000,Xuất kho bán hàng ORD00153,2025-01-27
MOV00502,PROD0016,SALE,2,45,43,150000,Xuất kho bán hàng ORD00154,2025-01-27
MOV00503,PROD0115,SALE,3,42,39,40000,Xuất kho bán hàng ORD00155,2025-01-27
MOV00504,PROD0023,SALE,2,56,54,25000,Xuất kho bán hàng ORD00155,2025-01-27
MOV00505,PROD0055,SALE,1,30,29,9000,Xuất kho bán hàng ORD00155,2025-01-27
MOV00506,PROD0101,SALE,1,37,36,10000,Xuất kho bán hàng ORD00156,2025-01-27
MOV00507,PROD0050,SALE,3,74,71,5000,Xuất kho bán hàng ORD00156,2025-01-27
MOV00508,PROD0011,SALE,2,42,40,100000,Xuất kho bán hàng ORD00156,2025-01-27
MOV00509,PROD0045,SALE,1,54,53,25000,Xuất kho bán hàng ORD00157,2025-01-27
MOV00510,PROD0122,SALE,1,65,64,60000,Xuất kho bán hàng ORD00158,2025-01-28
MOV00511,PROD0061,SALE,2,57,55,20000,Xuất kho bán hàng ORD00159,2025-01-28
MOV00512,PROD0122,SALE,1,64,63,60000,Xuất kho bán hàng ORD00159,2025-01-28
MOV00513,PROD0060,SALE,3,34,31,10000,Xuất kho bán hàng ORD00159,2025-01-28
MOV00514,PROD0077,SALE,2,27,25,6000,Xuất kho bán hàng ORD00160,2025-01-28
MOV00515,PROD0039,SALE,1,24,23,20000,Xuất kho bán hàng ORD00160,2025-01-28
MOV00516,PROD0002,SALE,2,66,64,25000,Xuất kho bán hàng ORD00160,2025-01-28
MOV00517,PROD0076,SALE,2,55,53,30000,Xuất kho bán hàng ORD00160,2025-01-28
MOV00518,PROD0079,SALE,2,36,34,30000,Xuất kho bán hàng ORD00161,2025-01-28
MOV00519,PROD0037,SALE,3,60,57,60000,Xuất kho bán hàng ORD00161,2025-01-28
MOV00520,PROD0027,SALE,2,39,37,12000,Xuất kho bán hàng ORD00161,2025-01-28
MOV00521,PROD0009,SALE,1,49,48,12000,Xuất kho bán hàng ORD00162,2025-01-28
MOV00522,PROD0068,SALE,3,33,30,10000,Xuất kho bán hàng ORD00163,2025-01-29
MOV00523,PROD0037,SALE,3,57,54,60000,Xuất kho bán hàng ORD00163,2025-01-29
MOV00524,PROD0097,SALE,1,28,27,10000,Xuất kho bán hàng ORD00163,2025-01-29
MOV00525,PROD0084,SALE,2,50,48,9000,Xuất kho bán hàng ORD00163,2025-01-29
MOV00526,PROD0046,SALE,1,59,58,173000,Xuất kho bán hàng ORD00164,2025-01-29
MOV00527,PROD0003,SALE,1,39,38,20000,Xuất kho bán hàng ORD00165,2025-01-29
MOV00528,PROD0119,SALE,2,65,63,75000,Xuất kho bán hàng ORD00165,2025-01-29
MOV00529,PROD0080,SALE,1,64,63,10000,Xuất kho bán hàng ORD00165,2025-01-29
MOV00530,PROD0026,SALE,1,38,37,5000,Xuất kho bán hàng ORD00166,2025-01-29
MOV00531,PROD0033,SALE,3,51,48,15000,Xuất kho bán hàng ORD00166,2025-01-29
MOV00532,PROD0111,SALE,1,58,57,32000,Xuất kho bán hàng ORD00166,2025-01-29
MOV00533,PROD0092,SALE,2,46,44,25000,Xuất kho bán hàng ORD00166,2025-01-29
MOV00534,PROD0014,SALE,3,47,44,60000,Xuất kho bán hàng ORD00167,2025-01-30
MOV00535,PROD0061,SALE,2,55,53,20000,Xuất kho bán hàng ORD00167,2025-01-30
MOV00536,PROD0101,SALE,2,36,34,10000,Xuất kho bán hàng ORD00167,2025-01-30
MOV00537,PROD0088,SALE,1,56,55,31000,Xuất kho bán hàng ORD00167,2025-01-30
MOV00538,PROD0024,SALE,2,39,37,12000,Xuất kho bán hàng ORD00168,2025-01-30
