order_item_id,order_id,product_id,quantity,unit_price,subtotal
ITEM000517,ORD00210,PROD0059,2,234000,468000
ITEM000518,ORD00210,PROD0013,3,25000,75000
ITEM000519,ORD00210,PROD0076,2,30000,60000
ITEM000520,ORD00211,PROD0081,2,12000,24000
ITEM000521,ORD00211,PROD0108,2,30000,60000
ITEM000522,ORD00212,PROD0014,2,60000,120000
ITEM000523,ORD00213,PROD0059,2,234000,468000
ITEM000524,ORD00213,PROD0098,2,15000,30000
ITEM000525,ORD00214,PROD0013,1,25000,25000
ITEM000526,ORD00214,PROD0108,2,30000,60000
ITEM000527,ORD00214,PROD0114,1,50000,50000
ITEM000528,ORD00214,PROD0086,2,22000,44000
ITEM000529,ORD00215,PROD0042,2,9000,18000
ITEM000530,ORD00215,PROD0034,3,20000,60000
ITEM000531,ORD00215,PROD0021,3,45000,135000
ITEM000532,ORD00216,PROD0069,3,15000,45000
ITEM000533,ORD00217,PROD0078,1,12000,12000
ITEM000534,ORD00217,PROD0005,3,25000,75000
ITEM000535,ORD00217,PROD0008,2,28000,56000
ITEM000536,ORD00217,PROD0081,2,12000,24000
ITEM000537,ORD00218,PROD0032,2,35000,70000
ITEM000538,ORD00218,PROD0055,3,9000,27000
ITEM000539,ORD00218,PROD0029,1,12000,12000
ITEM000540,ORD00218,PROD0073,3,15000,45000
ITEM000541,ORD00219,PROD0043,1,18000,18000
ITEM000542,ORD00219,PROD0042,2,9000,18000
ITEM000543,ORD00219,PROD0022,2,45000,90000
ITEM000544,ORD00220,PROD0018,2,125000,250000
ITEM000545,ORD00221,PROD0076,3,30000,90000
ITEM000546,ORD00221,PROD0052,3,12000,36000
ITEM000547,ORD00222,PROD0095,1,12000,12000
ITEM000548,ORD00222,PROD0034,3,20000,60000
ITEM000549,ORD00222,PROD0049,3,20000,60000
ITEM000550,ORD00222,PROD0024,1,12000,12000
ITEM000551,ORD00223,PROD0067,2,30000,60000
ITEM000552,ORD00224,PROD0010,1,18000,18000
ITEM000553,ORD00224,PROD0012,3,75000,225000
ITEM000554,ORD00225,PROD0017,2,50000,100000
ITEM000555,ORD00225,PROD0118,1,38000,38000
ITEM000556,ORD00225,PROD0104,2,50000,100000
ITEM000557,ORD00226,PROD0025,1,5000,5000
ITEM000558,ORD00227,PROD0066,3,25000,75000
ITEM000559,ORD00228,PROD0072,1,22000,22000
ITEM000560,ORD00228,PROD0030,3,10000,30000
ITEM000561,ORD00228,PROD0109,1,9000,9000
ITEM000562,ORD00229,PROD0086,2,22000,44000
ITEM000563,ORD00229,PROD0044,3,25000,75000
ITEM000564,ORD00229,PROD0050,3,5000,15000
ITEM000565,ORD00230,PROD0044,2,25000,50000
ITEM000566,ORD00231,PROD0055,1,9000,9000
ITEM000567,ORD00231,PROD0056,3,15000,45000
ITEM000568,ORD00232,PROD0012,1,75000,75000
ITEM000569,ORD00233,PROD0036,1,35000,35000
ITEM000570,ORD00233,PROD0122,3,60000,180000
ITEM000571,ORD00233,PROD0086,1,22000,22000
ITEM000572,ORD00233,PROD0068,2,10000,20000
ITEM000573,ORD00234,PROD0123,2,90000,180000
ITEM000574,ORD00235,PROD0075,1,20000,20000
ITEM000575,ORD00235,PROD0026,2,5000,10000
ITEM000576,ORD00236,PROD0115,3,40000,120000
ITEM000577,ORD00236,PROD0092,2,25000,50000
ITEM000578,ORD00236,PROD0037,2,60000,120000
ITEM000579,ORD00237,PROD0029,2,12000,24000
ITEM000580,ORD00237,PROD0066,1,25000,25000
ITEM000581,ORD00237,PROD0021,3,45000,135000
ITEM000582,ORD00238,PROD0008,2,28000,56000
ITEM000583,ORD00238,PROD0119,1,75000,75000
ITEM000584,ORD00239,PROD0102,2,14000,28000
ITEM000585,ORD00239,PROD0008,3,28000,84000
ITEM000586,ORD00240,PROD0121,2,35000,70000
ITEM000587,ORD00240,PROD0069,1,15000,15000
ITEM000588,ORD00241,PROD0003,2,20000,40000
ITEM000589,ORD00241,PROD0073,1,15000,15000
ITEM000590,ORD00241,PROD0022,3,45000,135000
ITEM000591,ORD00241,PROD0048,1,50000,50000
ITEM000592,ORD00242,PROD0081,3,12000,36000
ITEM000593,ORD00242,PROD0122,1,60000,60000
ITEM000594,ORD00243,PROD0116,2,45000,90000
ITEM000595,ORD00243,PROD0001,3,30000,90000
ITEM000596,ORD00243,PROD0105,2,12000,24000
ITEM000597,ORD00243,PROD0046,1,173000,173000
ITEM000598,ORD00244,PROD0012,2,75000,150000
ITEM000599,ORD00245,PROD0002,2,25000,50000
ITEM000600,ORD00245,PROD0095,2,12000,24000
ITEM000601,ORD00245,PROD0080,3,10000,30000
ITEM000602,ORD00245,PROD0107,1,12000,12000
ITEM000603,ORD00246,PROD0039,2,20000,40000
ITEM000604,ORD00246,PROD0098,2,15000,30000
ITEM000605,ORD00246,PROD0062,3,30000,90000
ITEM000606,ORD00246,PROD0107,2,12000,24000
ITEM000607,ORD00247,PROD0069,3,15000,45000
ITEM000608,ORD00247,PROD0079,3,30000,90000
ITEM000609,ORD00247,PROD0013,1,25000,25000
ITEM000610,ORD00247,PROD0081,2,12000,24000
ITEM000611,ORD00248,PROD0006,2,15000,30000
ITEM000612,ORD00249,PROD0082,1,15000,15000
ITEM000613,ORD00249,PROD0080,2,10000,20000
ITEM000614,ORD00249,PROD0093,2,24000,48000
ITEM000615,ORD00250,PROD0113,2,10000,20000
ITEM000616,ORD00250,PROD0097,1,10000,10000
ITEM000617,ORD00250,PROD0038,1,30000,30000
ITEM000618,ORD00250,PROD0027,2,12000,24000
ITEM000619,ORD00251,PROD0108,1,30000,30000
ITEM000620,ORD00251,PROD0040,2,40000,80000
ITEM000621,ORD00251,PROD0037,1,60000,60000
ITEM000622,ORD00251,PROD0001,3,30000,90000
ITEM000623,ORD00252,PROD0083,3,12000,36000
ITEM000624,ORD00252,PROD0118,3,38000,114000
ITEM000625,ORD00252,PROD0045,2,25000,50000
ITEM000626,ORD00252,PROD0075,2,20000,40000
ITEM000627,ORD00253,PROD0019,3,15000,45000
ITEM000628,ORD00253,PROD0046,1,173000,173000
ITEM000629,ORD00254,PROD0103,2,50000,100000
ITEM000630,ORD00254,PROD0030,1,10000,10000
ITEM000631,ORD00254,PROD0048,3,50000,150000
ITEM000632,ORD00254,PROD0060,2,10000,20000
ITEM000633,ORD00255,PROD0055,3,9000,27000
ITEM000634,ORD00256,PROD0064,2,10000,20000
ITEM000635,ORD00257,PROD0014,3,60000,180000
ITEM000636,ORD00257,PROD0032,1,35000,35000
ITEM000637,ORD00257,PROD0099,2,22000,44000
ITEM000638,ORD00258,PROD0033,3,15000,45000
ITEM000639,ORD00258,PROD0122,2,60000,120000
ITEM000640,ORD00258,PROD0121,3,35000,105000
ITEM000641,ORD00259,PROD0106,1,25000,25000
ITEM000642,ORD00260,PROD0105,2,12000,24000
ITEM000643,ORD00260,PROD0081,1,12000,12000
ITEM000644,ORD00260,PROD0025,3,5000,15000
ITEM000645,ORD00261,PROD0032,2,35000,70000
ITEM000646,ORD00261,PROD0108,2,30000,60000
ITEM000647,ORD00261,PROD0050,1,5000,5000
ITEM000648,ORD00262,PROD0082,1,15000,15000
ITEM000649,ORD00262,PROD0109,2,9000,18000
ITEM000650,ORD00263,PROD0011,3,100000,300000
ITEM000651,ORD00263,PROD0006,1,15000,15000
ITEM000652,ORD00263,PROD0104,2,50000,100000
ITEM000653,ORD00264,PROD0092,1,25000,25000
ITEM000654,ORD00264,PROD0008,2,28000,56000
ITEM000655,ORD00265,PROD0055,2,9000,18000
ITEM000656,ORD00266,PROD0112,2,12000,24000
ITEM000657,ORD00267,PROD0087,2,22000,44000
ITEM000658,ORD00267,PROD0045,2,25000,50000
ITEM000659,ORD00267,PROD0079,1,30000,30000
ITEM000660,ORD00267,PROD0061,3,20000,60000
ITEM000661,ORD00268,PROD0042,3,9000,27000
ITEM000662,ORD00269,PROD0050,3,5000,15000
ITEM000663,ORD00269,PROD0086,2,22000,44000
ITEM000664,ORD00269,PROD0027,3,12000,36000
ITEM000665,ORD00270,PROD0003,2,20000,40000
ITEM000666,ORD00270,PROD0117,1,100000,100000
ITEM000667,ORD00270,PROD0014,3,60000,180000
ITEM000668,ORD00271,PROD0039,3,20000,60000
ITEM000669,ORD00271,PROD0073,3,15000,45000
ITEM000670,ORD00271,PROD0043,2,18000,36000
ITEM000671,ORD00272,PROD0004,2,17000,34000
ITEM000672,ORD00272,PROD0023,2,25000,50000
ITEM000673,ORD00272,PROD0043,1,18000,18000
ITEM000674,ORD00273,PROD0011,3,100000,300000
ITEM000675,ORD00273,PROD0080,3,10000,30000
ITEM000676,ORD00273,PROD0095,2,12000,24000
ITEM000677,ORD00273,PROD0091,1,16000,16000
ITEM000678,ORD00274,PROD0057,1,35000,35000
ITEM000679,ORD00274,PROD0045,1,25000,25000
ITEM000680,ORD00274,PROD0032,3,35000,105000
ITEM000681,ORD00275,PROD0096,2,8000,16000
ITEM000682,ORD00275,PROD0070,3,22000,66000
ITEM000683,ORD00275,PROD0068,3,10000,30000
ITEM000684,ORD00275,PROD0057,3,35000,105000
ITEM000685,ORD00276,PROD0078,1,12000,12000
ITEM000686,ORD00276,PROD0005,3,25000,75000
ITEM000687,ORD00276,PROD0023,2,25000,50000
ITEM000688,ORD00276,PROD0027,1,12000,12000
ITEM000689,ORD00277,PROD0088,2,31000,62000
ITEM000690,ORD00277,PROD0003,1,20000,20000
ITEM000691,ORD00277,PROD0108,2,30000,60000
ITEM000692,ORD00278,PROD0104,2,50000,100000
ITEM000693,ORD00278,PROD0037,3,60000,180000
ITEM000694,ORD00278,PROD0022,2,45000,90000
ITEM000695,ORD00279,PROD0091,2,16000,32000
ITEM000696,ORD00280,PROD0118,3,38000,114000
ITEM000697,ORD00280,PROD0047,2,22000,44000
ITEM000698,ORD00281,PROD0043,3,18000,54000
ITEM000699,ORD00281,PROD0084,2,9000,18000
ITEM000700,ORD00282,PROD0122,2,60000,120000
ITEM000701,ORD00282,PROD0025,2,5000,10000
ITEM000702,ORD00282,PROD0106,2,25000,50000
ITEM000703,ORD00282,PROD0076,1,30000,30000
ITEM000704,ORD00283,PROD0043,1,18000,18000
ITEM000705,ORD00284,PROD0080,1,10000,10000
ITEM000706,ORD00284,PROD0044,3,25000,75000
ITEM000707,ORD00284,PROD0111,2,32000,64000
ITEM000708,ORD00284,PROD0099,1,22000,22000
ITEM000709,ORD00285,PROD0094,2,8000,16000
ITEM000710,ORD00285,PROD0118,3,38000,114000
ITEM000711,ORD00285,PROD0115,2,40000,80000
ITEM000712,ORD00286,PROD0056,3,15000,45000
ITEM000713,ORD00286,PROD0070,1,22000,22000
ITEM000714,ORD00287,PROD0069,1,15000,15000
ITEM000715,ORD00287,PROD0042,3,9000,27000
ITEM000716,ORD00288,PROD0031,3,35000,105000
ITEM000717,ORD00288,PROD0017,2,50000,100000
ITEM000718,ORD00288,PROD0113,1,10000,10000
ITEM000719,ORD00288,PROD0111,2,32000,64000
ITEM000720,ORD00289,PROD0005,2,25000,50000
ITEM000721,ORD00290,PROD0110,2,20000,40000
ITEM000722,ORD00291,PROD0005,2,25000,50000
ITEM000723,ORD00291,PROD0032,3,35000,105000
ITEM000724,ORD00291,PROD0058,3,28000,84000
ITEM000725,ORD00292,PROD0065,3,10000,30000
ITEM000726,ORD00292,PROD0090,2,12000,24000
ITEM000727,ORD00292,PROD0105,2,12000,24000
ITEM000728,ORD00292,PROD0068,2,10000,20000
ITEM000729,ORD00293,PROD0002,1,25000,25000
ITEM000730,ORD00293,PROD0120,3,30000,90000
ITEM000731,ORD00293,PROD0112,1,12000,12000
ITEM000732,ORD00294,PROD0066,1,25000,25000
ITEM000733,ORD00294,PROD0062,2,30000,60000
ITEM000734,ORD00294,PROD0012,3,75000,225000
ITEM000735,ORD00295,PROD0119,1,75000,75000
ITEM000736,ORD00296,PROD0055,3,9000,27000
ITEM000737,ORD00296,PROD0071,2,20000,40000
ITEM000738,ORD00296,PROD0115,3,40000,120000
ITEM000739,ORD00296,PROD0036,1,35000,35000
ITEM000740,ORD00297,PROD0072,3,22000,66000
ITEM000741,ORD00298,PROD0015,3,40000,120000
ITEM000742,ORD00298,PROD0061,3,20000,60000
ITEM000743,ORD00299,PROD0121,1,35000,35000
ITEM000744,ORD00299,PROD0047,2,22000,44000
ITEM000745,ORD00299,PROD0011,1,100000,100000
ITEM000746,ORD00299,PROD0075,3,20000,60000
ITEM000747,ORD00300,PROD0039,2,20000,40000
ITEM000748,ORD00300,PROD0089,2,8000,16000
ITEM000749,ORD00300,PROD0058,2,28000,56000
ITEM000750,ORD00301,PROD0047,1,22000,22000
ITEM000751,ORD00301,PROD0035,2,5000,10000
ITEM000752,ORD00301,PROD0088,1,31000,31000
ITEM000753,ORD00302,PROD0115,3,40000,120000
ITEM000754,ORD00302,PROD0002,3,25000,75000
ITEM000755,ORD00302,PROD0014,3,60000,180000
ITEM000756,ORD00303,PROD0096,1,8000,8000
ITEM000757,ORD00304,PROD0023,1,25000,25000
ITEM000758,ORD00304,PROD0037,2,60000,120000
ITEM000759,ORD00304,PROD0105,2,12000,24000
ITEM000760,ORD00304,PROD0013,3,25000,75000
ITEM000761,ORD00305,PROD0082,3,15000,45000
ITEM000762,ORD00305,PROD0005,1,25000,25000
ITEM000763,ORD00305,PROD0122,2,60000,120000
ITEM000764,ORD00306,PROD0080,1,10000,10000
ITEM000765,ORD00306,PROD0058,2,28000,56000
ITEM000766,ORD00307,PROD0060,2,10000,20000
ITEM000767,ORD00307,PROD0049,3,20000,60000
ITEM000768,ORD00307,PROD0038,3,30000,90000
ITEM000769,ORD00307,PROD0029,1,12000,12000
ITEM000770,ORD00308,PROD0022,3,45000,135000
ITEM000771,ORD00309,PROD0047,2,22000,44000
ITEM000772,ORD00309,PROD0001,3,30000,90000
ITEM000773,ORD00309,PROD0010,3,18000,54000
ITEM000774,ORD00310,PROD0094,1,8000,8000
ITEM000775,ORD00311,PROD0004,2,17000,34000
ITEM000776,ORD00311,PROD0080,1,10000,10000
ITEM000777,ORD00312,PROD0013,2,25000,50000
ITEM000778,ORD00312,PROD0088,2,31000,62000
ITEM000779,ORD00313,PROD0083,1,12000,12000
ITEM000780,ORD00313,PROD0053,2,40000,80000
ITEM000781,ORD00314,PROD0001,1,30000,30000
ITEM000782,ORD00314,PROD0073,2,15000,30000
ITEM000783,ORD00314,PROD0094,1,8000,8000
ITEM000784,ORD00314,PROD0074,3,18000,54000
ITEM000785,ORD00315,PROD0118,2,38000,76000
ITEM000786,ORD00315,PROD0026,2,5000,10000
ITEM000787,ORD00315,PROD0088,2,31000,62000
ITEM000788,ORD00316,PROD0037,2,60000,120000
ITEM000789,ORD00317,PROD0085,1,48000,48000
ITEM000790,ORD00318,PROD0072,1,22000,22000
ITEM000791,ORD00318,PROD0020,2,12000,24000
ITEM000792,ORD00318,PROD0088,1,31000,31000
ITEM000793,ORD00318,PROD0064,1,10000,10000
ITEM000794,ORD00319,PROD0117,1,100000,100000
ITEM000795,ORD00319,PROD0027,2,12000,24000
ITEM000796,ORD00319,PROD0111,2,32000,64000
ITEM000797,ORD00320,PROD0056,3,15000,45000
ITEM000798,ORD00320,PROD0103,1,50000,50000
ITEM000799,ORD00321,PROD0022,3,45000,135000
ITEM000800,ORD00321,PROD0101,2,10000,20000
ITEM000801,ORD00322,PROD0073,3,15000,45000
ITEM000802,ORD00322,PROD0116,2,45000,90000
ITEM000803,ORD00323,PROD0087,2,22000,44000
ITEM000804,ORD00323,PROD0014,2,60000,120000
ITEM000805,ORD00323,PROD0009,3,12000,36000
ITEM000806,ORD00323,PROD0073,3,15000,45000
ITEM000807,ORD00324,PROD0097,2,10000,20000
ITEM000808,ORD00324,PROD0091,1,16000,16000
ITEM000809,ORD00324,PROD0115,1,40000,40000
ITEM000810,ORD00325,PROD0047,1,22000,22000
ITEM000811,ORD00325,PROD0061,2,20000,40000
ITEM000812,ORD00325,PROD0069,1,15000,15000
ITEM000813,ORD00326,PROD0032,2,35000,70000
ITEM000814,ORD00327,PROD0057,2,35000,70000
ITEM000815,ORD00327,PROD0050,1,5000,5000
ITEM000816,ORD00327,PROD0113,2,10000,20000
ITEM000817,ORD00327,PROD0038,1,30000,30000
ITEM000818,ORD00328,PROD0096,2,8000,16000
ITEM000819,ORD00328,PROD0021,3,45000,135000
ITEM000820,ORD00328,PROD0117,2,100000,200000
ITEM000821,ORD00328,PROD0044,2,25000,50000
ITEM000822,ORD00329,PROD0062,1,30000,30000
ITEM000823,ORD00330,PROD0095,2,12000,24000
ITEM000824,ORD00330,PROD0064,2,10000,20000
ITEM000825,ORD00330,PROD0116,2,45000,90000
ITEM000826,ORD00330,PROD0081,3,12000,36000
ITEM000827,ORD00331,PROD0081,2,12000,24000
ITEM000828,ORD00332,PROD0047,3,22000,66000
ITEM000829,ORD00333,PROD0094,1,8000,8000
ITEM000830,ORD00333,PROD0016,1,150000,150000
ITEM000831,ORD00333,PROD0088,2,31000,62000
ITEM000832,ORD00334,PROD0110,2,20000,40000
ITEM000833,ORD00334,PROD0115,3,40000,120000
ITEM000834,ORD00334,PROD0072,3,22000,66000
ITEM000835,ORD00335,PROD0120,1,30000,30000
ITEM000836,ORD00335,PROD0001,2,30000,60000
ITEM000837,ORD00335,PROD0038,2,30000,60000
ITEM000838,ORD00335,PROD0121,2,35000,70000
ITEM000839,ORD00336,PROD0105,2,12000,24000
ITEM000840,ORD00336,PROD0101,2,10000,20000
ITEM000841,ORD00336,PROD0081,1,12000,12000
ITEM000842,ORD00337,PROD0050,2,5000,10000
ITEM000843,ORD00337,PROD0038,3,30000,90000
ITEM000844,ORD00337,PROD0094,2,8000,16000
ITEM000845,ORD00337,PROD0055,1,9000,9000
ITEM000846,ORD00338,PROD0072,2,22000,44000
ITEM000847,ORD00338,PROD0018,3,125000,375000
ITEM000848,ORD00338,PROD0027,3,12000,36000
ITEM000849,ORD00338,PROD0026,2,5000,10000
ITEM000850,ORD00339,PROD0021,3,45000,135000
ITEM000851,ORD00339,PROD0114,2,50000,100000
ITEM000852,ORD00340,PROD0003,2,20000,40000
ITEM000853,ORD00340,PROD0104,1,50000,50000
ITEM000854,ORD00341,PROD0119,2,75000,150000
ITEM000855,ORD00342,PROD0010,3,18000,54000
ITEM000856,ORD00343,PROD0005,3,25000,75000
ITEM000857,ORD00344,PROD0112,2,12000,24000
ITEM000858,ORD00344,PROD0036,3,35000,105000
ITEM000859,ORD00345,PROD0013,2,25000,50000
ITEM000860,ORD00345,PROD0010,1,18000,18000
ITEM000861,ORD00345,PROD0034,2,20000,40000
ITEM000862,ORD00345,PROD0043,3,18000,54000
ITEM000863,ORD00346,PROD0022,3,45000,135000
ITEM000864,ORD00346,PROD0025,3,5000,15000
ITEM000865,ORD00347,PROD0116,1,45000,45000
ITEM000866,ORD00347,PROD0065,3,10000,30000
ITEM000867,ORD00347,PROD0003,1,20000,20000
ITEM000868,ORD00348,PROD0021,3,45000,135000
ITEM000869,ORD00348,PROD0044,2,25000,50000
ITEM000870,ORD00348,PROD0036,3,35000,105000
ITEM000871,ORD00349,PROD0047,2,22000,44000
ITEM000872,ORD00350,PROD0091,1,16000,16000
ITEM000873,ORD00350,PROD0071,1,20000,20000
ITEM000874,ORD00350,PROD0022,1,45000,45000
ITEM000875,ORD00350,PROD0079,3,30000,90000
ITEM000876,ORD00351,PROD0030,2,10000,20000
ITEM000877,ORD00351,PROD0080,2,10000,20000
ITEM000878,ORD00352,PROD0026,3,5000,15000
ITEM000879,ORD00353,PROD0021,1,45000,45000
ITEM000880,ORD00353,PROD0118,3,38000,114000
ITEM000881,ORD00354,PROD0026,2,5000,10000
ITEM000882,ORD00355,PROD0051,1,8000,8000
ITEM000883,ORD00355,PROD0022,1,45000,45000
ITEM000884,ORD00355,PROD0029,2,12000,24000
ITEM000885,ORD00356,PROD0093,1,24000,24000
ITEM000886,ORD00356,PROD0002,1,25000,25000
ITEM000887,ORD00356,PROD0080,2,10000,20000
ITEM000888,ORD00356,PROD0055,1,9000,9000
ITEM000889,ORD00357,PROD0105,2,12000,24000
ITEM000890,ORD00357,PROD0067,2,30000,60000
ITEM000891,ORD00357,PROD0042,3,9000,27000
ITEM000892,ORD00357,PROD0082,1,15000,15000
ITEM000893,ORD00358,PROD0052,2,12000,24000
ITEM000894,ORD00358,PROD0105,2,12000,24000
ITEM000895,ORD00358,PROD0042,3,9000,27000
ITEM000896,ORD00359,PROD0068,1,10000,10000
ITEM000897,ORD00359,PROD0095,1,12000,12000
ITEM000898,ORD00360,PROD0039,1,20000,20000
ITEM000899,ORD00360,PROD0055,3,9000,27000
ITEM000900,ORD00360,PROD0053,3,40000,120000
ITEM000901,ORD00361,PROD0040,1,40000,40000
ITEM000902,ORD00361,PROD0070,1,22000,22000
ITEM000903,ORD00361,PROD0077,1,6000,6000
ITEM000904,ORD00361,PROD0080,2,10000,20000
ITEM000905,ORD00362,PROD0079,3,30000,90000
ITEM000906,ORD00362,PROD0086,2,22000,44000
ITEM000907,ORD00362,PROD0027,2,12000,24000
ITEM000908,ORD00363,PROD0110,2,20000,40000
ITEM000909,ORD00363,PROD0074,3,18000,54000
ITEM000910,ORD00364,PROD0057,1,35000,35000
ITEM000911,ORD00365,PROD0070,3,22000,66000
ITEM000912,ORD00365,PROD0057,3,35000,105000
ITEM000913,ORD00365,PROD0042,2,9000,18000
ITEM000914,ORD00366,PROD0072,1,22000,22000
ITEM000915,ORD00366,PROD0111,1,32000,32000
ITEM000916,ORD00366,PROD0104,2,50000,100000
ITEM000917,ORD00366,PROD0021,1,45000,45000
ITEM000918,ORD00367,PROD0065,1,10000,10000
ITEM000919,ORD00368,PROD0094,1,8000,8000
ITEM000920,ORD00368,PROD0105,1,12000,12000
ITEM000921,ORD00368,PROD0110,1,20000,20000
ITEM000922,ORD00368,PROD0106,2,25000,50000
ITEM000923,ORD00369,PROD0097,1,10000,10000
ITEM000924,ORD00369,PROD0054,2,25000,50000
ITEM000925,ORD00369,PROD0123,1,90000,90000
ITEM000926,ORD00370,PROD0083,1,12000,12000
ITEM000927,ORD00370,PROD0049,1,20000,20000
ITEM000928,ORD00370,PROD0119,3,75000,225000
ITEM000929,ORD00370,PROD0091,2,16000,32000
ITEM000930,ORD00371,PROD0109,2,9000,18000
ITEM000931,ORD00372,PROD0117,3,100000,300000
ITEM000932,ORD00373,PROD0123,3,90000,270000
ITEM000933,ORD00373,PROD0080,3,10000,30000
ITEM000934,ORD00373,PROD0022,3,45000,135000
ITEM000935,ORD00374,PROD0018,1,125000,125000
ITEM000936,ORD00374,PROD0059,1,234000,234000
ITEM000937,ORD00374,PROD0110,2,20000,40000
ITEM000938,ORD00375,PROD0110,1,20000,20000
ITEM000939,ORD00375,PROD0022,1,45000,45000
ITEM000940,ORD00375,PROD0102,1,14000,14000
ITEM000941,ORD00375,PROD0039,2,20000,40000
ITEM000942,ORD00376,PROD0026,3,5000,15000
ITEM000943,ORD00376,PROD0103,1,50000,50000
ITEM000944,ORD00377,PROD0085,1,48000,48000
ITEM000945,ORD00377,PROD0070,3,22000,66000
ITEM000946,ORD00378,PROD0011,3,100000,300000
ITEM000947,ORD00378,PROD0025,1,5000,5000
ITEM000948,ORD00379,PROD0090,1,12000,12000
ITEM000949,ORD00379,PROD0050,2,5000,10000
ITEM000950,ORD00379,PROD0073,2,15000,30000
ITEM000951,ORD00379,PROD0080,1,10000,10000
ITEM000952,ORD00380,PROD0002,2,25000,50000
ITEM000953,ORD00381,PROD0049,2,20000,40000
ITEM000954,ORD00382,PROD0072,1,22000,22000
ITEM000955,ORD00383,PROD0044,1,25000,25000
ITEM000956,ORD00383,PROD0048,2,50000,100000
ITEM000957,ORD00384,PROD0004,2,17000,34000
ITEM000958,ORD00384,PROD0070,2,22000,44000
ITEM000959,ORD00385,PROD0104,2,50000,100000
ITEM000960,ORD00386,PROD0057,2,35000,70000
ITEM000961,ORD00386,PROD0112,2,12000,24000
ITEM000962,ORD00386,PROD0016,1,150000,150000
ITEM000963,ORD00387,PROD0093,2,24000,48000
ITEM000964,ORD00387,PROD0110,2,20000,40000
ITEM000965,ORD00387,PROD0015,1,40000,40000
ITEM000966,ORD00388,PROD0107,2,12000,24000
ITEM000967,ORD00388,PROD0042,2,9000,18000
ITEM000968,ORD00388,PROD0059,1,234000,234000
ITEM000969,ORD00388,PROD0071,2,20000,40000
ITEM000970,ORD00389,PROD0095,1,12000,12000
ITEM000971,ORD00389,PROD0078,2,12000,24000
ITEM000972,ORD00389,PROD0003,1,20000,20000
ITEM000973,ORD00389,PROD0012,2,75000,150000
ITEM000974,ORD00390,PROD0044,1,25000,25000
ITEM000975,ORD00390,PROD0004,2,17000,34000
ITEM000976,ORD00390,PROD0015,2,40000,80000
ITEM000977,ORD00391,PROD0080,3,10000,30000
ITEM000978,ORD00392,PROD0008,2,28000,56000
ITEM000979,ORD00392,PROD0090,2,12000,24000
ITEM000980,ORD00392,PROD0096,2,8000,16000
ITEM000981,ORD00392,PROD0080,2,10000,20000
ITEM000982,ORD00393,PROD0066,2,25000,50000
ITEM000983,ORD00393,PROD0071,3,20000,60000
ITEM000984,ORD00393,PROD0061,1,20000,20000
ITEM000985,ORD00393,PROD0073,3,15000,45000
ITEM000986,ORD00394,PROD0100,1,9000,9000
ITEM000987,ORD00394,PROD0091,1,16000,16000
ITEM000988,ORD00394,PROD0032,2,35000,70000
ITEM000989,ORD00394,PROD0037,3,60000,180000
ITEM000990,ORD00395,PROD0058,2,28000,56000
ITEM000991,ORD00395,PROD0006,3,15000,45000
ITEM000992,ORD00396,PROD0089,2,8000,16000
ITEM000993,ORD00396,PROD0001,3,30000,90000
ITEM000994,ORD00396,PROD0051,1,8000,8000
ITEM000995,ORD00396,PROD0081,1,12000,12000
ITEM000996,ORD00397,PROD0060,3,10000,30000
ITEM000997,ORD00397,PROD0059,2,234000,468000
ITEM000998,ORD00397,PROD0093,1,24000,24000
ITEM000999,ORD00398,PROD0003,1,20000,20000
ITEM001000,ORD00398,PROD0021,3,45000,135000
ITEM001001,ORD00398,PROD0040,2,40000,80000
ITEM001002,ORD00399,PROD0074,2,18000,36000
ITEM001003,ORD00399,PROD0101,1,10000,10000
ITEM001004,ORD00400,PROD0049,2,20000,40000
ITEM001005,ORD00400,PROD0054,1,25000,25000
ITEM001006,ORD00400,PROD0022,1,45000,45000
ITEM001007,ORD00401,PROD0028,2,5000,10000
ITEM001008,ORD00401,PROD0046,3,173000,519000
ITEM001009,ORD00401,PROD0029,1,12000,12000
ITEM001010,ORD00401,PROD0010,3,18000,54000
ITEM001011,ORD00402,PROD0038,2,30000,60000
ITEM001012,ORD00403,PROD0065,2,10000,20000
ITEM001013,ORD00404,PROD0080,1,10000,10000
ITEM001014,ORD00404,PROD0037,1,60000,60000
ITEM001015,ORD00405,PROD0103,1,50000,50000
ITEM001016,ORD00405,PROD0020,1,12000,12000
ITEM001017,ORD00405,PROD0119,3,75000,225000
ITEM001018,ORD00405,PROD0067,1,30000,30000
ITEM001019,ORD00406,PROD0057,2,35000,70000
ITEM001020,ORD00407,PROD0018,3,125000,375000
ITEM001021,ORD00408,PROD0031,3,35000,105000
ITEM001022,ORD00408,PROD0042,1,9000,9000
ITEM001023,ORD00409,PROD0075,3,20000,60000
ITEM001024,ORD00409,PROD0117,2,100000,200000
ITEM001025,ORD00409,PROD0044,2,25000,50000
ITEM001026,ORD00409,PROD0054,2,25000,50000
ITEM001027,ORD00410,PROD0054,2,25000,50000
ITEM001028,ORD00410,PROD0105,1,12000,12000
ITEM001029,ORD00410,PROD0029,3,12000,36000
ITEM001030,ORD00411,PROD0073,2,15000,30000
ITEM001031,ORD00411,PROD0095,2,12000,24000
ITEM001032,ORD00411,PROD0052,2,12000,24000
ITEM001033,ORD00412,PROD0028,3,5000,15000
